-2.4	-2.1	10	15	0.9018	0.0158644	0.9507	0.0238078	-1	-1	-1	-1
-2.4	-2.1	15	20	0.9107	0.00964261	0.9402	0.0114865	-1	-1	-1	-1
-2.4	-2.1	20	25	0.9259	0.0212445	0.9384	0.00732462	-1	-1	-1	-1
-2.4	-2.1	25	30	0.9129	0.0116181	0.9438	0.0084119	-1	-1	-1	-1
-2.4	-2.1	30	35	0.9126	0.014896	0.9373	0.0085276	-1	-1	-1	-1
-2.4	-2.1	35	40	0.9229	0.00862148	0.9417	0.00513128	-1	-1	-1	-1
-2.4	-2.1	40	45	0.923	0.00758947	0.9465	0.00294109	-1	-1	-1	-1
-2.4	-2.1	45	50	0.924	0.00720694	0.9505	0.0055	-1	-1	-1	-1
-2.4	-2.1	50	60	0.9211	0.0148852	0.9664	0.0151717	-1	-1	-1	-1
-2.4	-2.1	60	120	0.923	0.00489183	0.9355	0.0084386	-1	-1	-1	-1
-2.1	-1.85	10	15	0.9282	0.0074411	0.9642	0.0100439	-1	-1	-1	-1
-2.1	-1.85	15	20	0.9236	0.00657951	0.9549	0.0141032	-1	-1	-1	-1
-2.1	-1.85	20	25	0.9308	0.00514782	0.9539	0.00860232	-1	-1	-1	-1
-2.1	-1.85	25	30	0.9262	0.00834865	0.9468	0.00804487	-1	-1	-1	-1
-2.1	-1.85	30	35	0.9248	0.00660984	0.9524	0.00828734	-1	-1	-1	-1
-2.1	-1.85	35	40	0.9293	0.00617738	0.9496	0.00514782	-1	-1	-1	-1
-2.1	-1.85	40	45	0.9381	0.00472017	0.9527	0.00803617	-1	-1	-1	-1
-2.1	-1.85	45	50	0.9369	0.00325269	0.9529	0.00472017	-1	-1	-1	-1
-2.1	-1.85	50	60	0.9282	0.0145715	0.9416	0.0240402	-1	-1	-1	-1
-2.1	-1.85	60	120	0.9275	0.00770779	0.9527	0.00739256	-1	-1	-1	-1
-1.85	-1.6	10	15	0.8938	0.0237857	0.9598	0.0130231	-1	-1	-1	-1
-1.85	-1.6	15	20	0.8964	0.0356976	0.9242	0.00727324	-1	-1	-1	-1
-1.85	-1.6	20	25	0.917	0.0114232	0.9335	0.00717008	-1	-1	-1	-1
-1.85	-1.6	25	30	0.9189	0.0105262	0.9328	0.0130081	-1	-1	-1	-1
-1.85	-1.6	30	35	0.9144	0.00679559	0.9328	0.00731095	-1	-1	-1	-1
-1.85	-1.6	35	40	0.9171	0.0118106	0.9359	0.00997246	-1	-1	-1	-1
-1.85	-1.6	40	45	0.9179	0.00445533	0.9341	0.00528015	-1	-1	-1	-1
-1.85	-1.6	45	50	0.9133	0.00623939	0.9371	0.00452769	-1	-1	-1	-1
-1.85	-1.6	50	60	0.9263	0.00822192	0.9429	0.0167147	-1	-1	-1	-1
-1.85	-1.6	60	120	0.9143	0.00361248	0.9309	0.00864523	-1	-1	-1	-1
-1.6	-1.4	10	15	0.9279	0.022816	0.9627	0.013438	-1	-1	-1	-1
-1.6	-1.4	15	20	0.9432	0.0090377	0.9324	0.0138946	-1	-1	-1	-1
-1.6	-1.4	20	25	0.9424	0.00648999	0.9445	0.0125399	-1	-1	-1	-1
-1.6	-1.4	25	30	0.9485	0.00635689	0.9446	0.00434166	-1	-1	-1	-1
-1.6	-1.4	30	35	0.9461	0.00192094	0.938	0.014803	-1	-1	-1	-1
-1.6	-1.4	35	40	0.9508	0.00214009	0.9364	0.0122025	-1	-1	-1	-1
-1.6	-1.4	40	45	0.9497	0.00582495	0.9461	0.00671193	-1	-1	-1	-1
-1.6	-1.4	45	50	0.9621	0.00170294	0.9539	0.00390512	-1	-1	-1	-1
-1.6	-1.4	50	60	0.9615	0.00664831	0.9631	0.00290689	-1	-1	-1	-1
-1.6	-1.4	60	120	0.9637	0.00196977	0.9717	0.00850882	-1	-1	-1	-1
